"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MIR493",0.140123180728667,-2.80951414859969,2.63173632089632,0.00862493694880982,0.0158878498701975,-4.31303585199841
"MIR4258",-0.244891010148749,-0.671939874815036,-2.63167574494018,0.00862646401971257,0.0158881235153998,-4.31319405431005
"TPTEP1",-0.170261560969731,-1.37679498038323,-2.63095908086789,0.00864454892128685,0.0159199392321535,-4.31506544697084
"SNORD83B",-0.168862528156487,-0.46389358768376,-2.63084808261317,0.00864735297756066,0.0159237574056492,-4.31535524676095
"SERPINA4",0.147958872511802,-2.96945709817061,2.6300636356931,0.00866719302613324,0.0159575949336243,-4.31740297620997
"GCNT4",0.210291572269758,0.678269798733068,2.62911429357107,0.00869125805234847,0.016000550267039,-4.31988034448841
"PCDHGA10",-0.189201817095091,2.07762870407618,-2.62902817616605,0.00869344401217378,0.0160032225247332,-4.32010502965934
"SPANXC",0.220003350416935,-2.60819192986753,2.62867726425098,0.00870235646821339,0.0160169226659659,-4.32102050359849
"DUSP11",0.100315026579702,4.59735791553233,2.6277635293768,0.00872560187696768,0.0160569939109134,-4.32340372848055
"PODXL",0.243718278345024,2.68961483797215,2.62689728646529,0.00874769038758879,0.0160962821774666,-4.32566232906636
"LINC00958",0.217728344377769,-2.02191155351273,2.62604696153759,0.00876942165811046,0.0161349065211709,-4.32787871146702
"COQ4",0.101990847183933,4.73722032460369,2.62381786538558,0.00882661889113713,0.0162360312036027,-4.33368551837991
"ERBB3",-0.227701111488976,-0.161098905235823,-2.62236522032117,0.00886407227741416,0.016298045306291,-4.33746704851305
"PIEZO1",0.110856507681674,5.86628843696126,2.62229553051427,0.00886587265077582,0.0162999801772195,-4.33764841330685
"KLF10",0.121207263702763,5.08570485252414,2.62002209336732,0.00892478455128052,0.016404137947904,-4.34356233055852
"SATB2-AS1",0.128007133806961,-0.903013535417561,2.61959794663032,0.00893581420324744,0.0164216405067691,-4.34466510812133
"S100A13",0.11434716822999,6.41114597490868,2.61851969723322,0.00896390827129169,0.0164718806907949,-4.34746775355537
"FRMD4B",0.224324047475412,-0.288348386608952,2.6178441322178,0.00898155052176475,0.016502907991336,-4.34922313952761
"PDGFRA",-0.296572860255768,3.39392062899269,-2.6171232373688,0.00900041079590359,0.0165355912378177,-4.35109581761541
"CSMD1",0.116595280053029,-2.82763391571736,2.61710624469899,0.00900085579035132,0.0165355912378177,-4.3511399535609
"SLIT2-IT1",-0.132906863702138,-2.68948102204026,-2.61614039170722,0.00902618136890733,0.0165793215905328,-4.35364814911256
"GPR143",0.252877589994966,-1.33645120859024,2.6160789375872,0.00902779490816813,0.0165808876474194,-4.35380770662617
"ECEL1P2",-0.142220288845219,-2.72428536002715,-2.61597616777837,0.00903049380842928,0.0165844466991719,-4.35407452661248
"LINC00592",0.168097799076828,-2.27673922192871,2.61520213444322,0.00905084435975421,0.0166190190106214,-4.35608380758648
"EPHA5",0.196955618479115,-1.02178722496913,2.61472401667816,0.00906343530557611,0.0166407360388021,-4.35732464056459
"LRRC8B",-0.143181437032638,-0.0641425333692541,-2.61384282653796,0.00908668196077421,0.0166820119576434,-4.35961095895507
"TRIM61",-0.16178037256014,-0.369865700419326,-2.613285047626,0.00910142425089839,0.01670766928619,-4.36105776810443
"MIR3178",0.200514937961581,-2.28778796654181,2.61198863470037,0.0091357715368925,0.0167664837689622,-4.3644193253073
"MIR200A",0.13846837453211,-2.70495869266754,2.60970654926346,0.00919651494636635,0.0168736999563256,-4.37033270192306
"TAL2",0.157675083056542,-2.29791519906442,2.60948405238778,0.00920245652848405,0.0168831799070192,-4.37090896660785
"MT1HL1",0.14663513452431,-2.53557494646675,2.60791768548543,0.00924438216270545,0.0169572428087677,-4.37496446946149
"A1BG",0.188655003090991,2.30861117144407,2.60403125948795,0.00934914504371789,0.0171407547751462,-4.38501649523615
"MIR4633",-0.101602350894003,-3.16771305129434,-2.60362021499854,0.00936028699570485,0.0171582950817203,-4.3860787742156
"FAM229B",0.120581036281672,2.64664472094096,2.60213477398525,0.00940065098332306,0.0172293872425443,-4.38991628050897
"SPANXD",0.159464736041085,-2.84317791660127,2.60049144061607,0.00944548650067449,0.0173093147362815,-4.39415917039314
"RFTN2",0.172560891274536,-0.00212393545533119,2.6004629813217,0.00944626464325143,0.0173093147362815,-4.39423262558619
"TMEM176A",-0.290683917157506,-0.960078145136303,-2.60044911094318,0.00944664391206334,0.0173093147362815,-4.39426842560077
"ST6GAL1",0.203181813144343,1.65420213829123,2.60036947663883,0.00944882167954599,0.0173118493565381,-4.3944739613528
"CDH5",0.21847258983511,-2.01039442806945,2.59990107324877,0.00946164023408153,0.0173309634079217,-4.39568278253371
"PDLIM2",-0.127737725668312,4.61390735140212,-2.59937852596171,0.00947595884533262,0.0173528147945036,-4.39703108077806
"PDXK",0.120361878638754,5.01044001761027,2.59898185317287,0.00948684121835818,0.0173669049943732,-4.39805441386995
"MYO10",-0.153782216804969,4.94059261594797,-2.59892661128012,0.00948835761682454,0.017368221813727,-4.39819691421201
"GNAL",0.183422470481862,0.396170247009781,2.59752192844749,0.00952698918944885,0.0174374711833759,-4.40181938809906
"SDHAP2",-0.168413884587823,-0.461000148352228,-2.59729482392675,0.00953324818982074,0.0174474616207117,-4.40240487635766
"CHKB",-0.11774766751296,3.7611165710546,-2.59607266133468,0.00956699408871216,0.0175062815916223,-4.4055548131244
"LINC01152",-0.118986068097121,-2.09852385302732,-2.59584758687474,0.00957322037934278,0.0175147331709386,-4.40613474854847
"EFCC1",0.163299826710073,-2.3989990155275,2.59558312780877,0.00958054079954331,0.0175266546907941,-4.4068161004552
"XRRA1",0.107341959409186,2.26469601539518,2.59480425268781,0.00960212968029857,0.017561726182114,-4.40882239512955
"BTBD9-AS1",0.107645651121733,-2.72710725118755,2.59473339496501,0.00960409587052902,0.017562374036491,-4.40900488716743
"WNT6",0.103459459633545,-2.6284314566178,2.59258037354212,0.00966401049666947,0.0176674879371111,-4.41454758763299
"KRT6C",0.257434400230765,-1.99963694791395,2.5922496664497,0.00967324297211193,0.0176828829163019,-4.41539855193096
"MGST2",0.125096066323537,3.47018425586627,2.59172167913175,0.00968799931648238,0.0177054017534304,-4.41675692901128
"TMEM8B",0.140902743111141,1.33249629510546,2.59130609917296,0.0096996281970612,0.0177251675959379,-4.41782591852263
"PAX2",0.119240890738194,-2.76761715369292,2.59087200893263,0.00971178834184377,0.0177458166930692,-4.41894234110965
"FRY",0.177830946362211,1.32275708536872,2.58967267929683,0.00974545586229632,0.0178014488422698,-4.4220258987004
"CD83",0.182336013760918,1.25154006102043,2.58730350187126,0.00981226960034838,0.0179099811184111,-4.428113073798
"MIR6769A",0.234412188719572,-1.33261839986999,2.58714440269778,0.0098167710075632,0.0179166965620908,-4.42852165350654
"EFNA5",-0.183540354137008,1.21990883064232,-2.58674826382231,0.0098279870081951,0.0179341627090337,-4.42953886286714
"NRBP1",0.107927805107047,6.37307207979833,2.58665861172606,0.009830526941663,0.0179372954328284,-4.42976905108628
"LMCD1",-0.216509788545634,2.06870636521932,-2.5851256365128,0.00987404839866217,0.0180136901043912,-4.43370385724109
"TFEB",0.121834135503983,1.73722050842637,2.58398529192071,0.00990653442618888,0.0180699301144028,-4.43662937499168
"LRRN1",0.178530050063624,-1.27241283942412,2.58361509552331,0.00991710103076742,0.0180876899188434,-4.43757882819602
"ZNF141",-0.149440124625133,0.369580100779868,-2.58182432853652,0.00996835742588235,0.0181766115740566,-4.44216976382667
"GRIA2",0.124886999839799,-2.48704108154481,2.58154238808035,0.00997644879031885,0.0181867998946748,-4.44289227990985
"KCNS3",-0.174160063952929,0.77941292020591,-2.58078265243596,0.00999828149616278,0.0182220269154723,-4.44483883255208
"PDE9A",0.242643167555051,-0.566138710368649,2.58056000682165,0.0100046877868428,0.0182321775424692,-4.44540917570328
"HSPA12B",-0.152689877703245,-1.36749027268963,-2.57962375328734,0.0100316671553788,0.0182782864215824,-4.44780701081489
